Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
206,Application of Intelligent Systems in Multi-modal Information Analytics,Computational Intelligence,978-3-030-15738-8,"XXVII, 1513",2019,0,5,Springer International Publishing,149.00,NA,199.99,NA,NA,"Sugumaran, V. (Ed), Xu, Z. (Ed), P., S. (Ed), Zhou, H. (Ed) (2019)"
206,Security and Safety Interplay of Intelligent Software Systems,Systems and Data Security,978-3-030-16873-5,"XII, 173",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Hamid, B. (Ed), Gallina, B. (Ed), Shabtai, A. (Ed), Elovici, Y. (Ed), Garcia-Alfaro, J. (Ed) (2019)"
206,Cognitive Computing Recipes,Artificial Intelligence,978-1-4842-4105-9,"XXVI, 417",2019,0,5,Apress,29.99,NA,39.99,NA,NA,"Masood, A., Hashmi, A. (2019)"
206,LEGO Wind Energy,Hardware and Maker,978-1-4842-4438-8,"XV, 147",2019,0,5,Apress,19.99,NA,27.99,NA,NA,"Koch, G., Koch, E. (2019)"
206,New Technologies to Improve Patient Rehabilitation,User Interfaces and Human Computer Interaction,978-3-030-16784-4,"X, 145",2019,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Fardoun, H. M. (Ed), Hassan, A. A. M. (Ed), de la Gua, M. E. (Ed) (2019)"
206,High Performance Computing for Computational Science  VECPAR 2018,Computer Systems Organization and Communication Networks,978-3-030-15995-5,"XIII, 264",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Senger, H. (Ed), Marques, O. (Ed), Garcia, R. (Ed), Pinheiro de Brito, T. (Ed), Iope, R. (Ed), Stanzani, S. (Ed), Gil-Costa, V. (Ed) (2019)"
206,"Proceedings of the Third International Conference on Computing, Mathematics and Statistics (iCMS2017)",Mathematics of Computing,978-981-13-7278-0,"XX, 595",2019,0,5,Springer Singapore,84.99,109.99,NA,NA,NA,"Kor, L. (Ed), Ahmad, A. (Ed), Idrus, Z. (Ed), Mansor, K. A. (Ed) (2019)"
206,High-Performance Modelling and Simulation for Big Data Applications,System Performance and Evaluation,978-3-030-16271-9,"XIV, 352",2019,0,5,Springer International Publishing,,NA,59.99,NA,NA,"Koodziej, J. (Ed), Gonzlez-Vlez, H. (Ed) (2019)"
206,Machine Learning in VLSI Computer-Aided Design,Circuits and Systems,978-3-030-04665-1,"XXII, 694",2019,0,5,Springer International Publishing,149.00,199.99,NA,NA,NA,"Elfadel, I. (. M. (Ed), Boning, D. S. (Ed), Li, X. (Ed) (2019)"
206,How to Speak Tech,Programming Techniques,978-1-4842-4323-7,"XV, 179",2019,0,5,Apress,19.99,NA,27.99,NA,NA,"Trivedi, V. (2019)"
206,Internet of Things Security and Data Protection,"Communications Engineering, Networks",978-3-030-04983-6,"XI, 221",2019,0,5,Springer International Publishing,139.00,179.99,NA,NA,NA,"Ziegler, S. (Ed) (2019)"
206,New Knowledge in Information Systems and Technologies,Computational Intelligence,978-3-030-16180-4,"XXVIII, 972",2019,0,5,Springer International Publishing,269.00,NA,349.99,NA,NA,"Rocha, . (Ed), Adeli, H. (Ed), Reis, L. P. (Ed), Costanzo, S. (Ed) (2019)"
206,Automated Methods in Cryptographic Fault Analysis,Circuits and Systems,978-3-030-11332-2,"XXI, 334",2019,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Breier, J. (Ed), Hou, X. (Ed), Bhasin, S. (Ed) (2019)"
206,Robust and Fault-Tolerant Control,Control,978-3-030-11868-6,"XXVIII, 209",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Patan, K. (2019)"
206,Internet of Things. Information Processing in an Increasingly Connected World,Special Purpose and Application-Based Systems,978-3-030-15650-3,"XII, 235",2019,0,5,Springer International Publishing,,99.99,NA,NA,NA,"Strous, L. (Ed), Cerf, V. G. (Ed) (2019)"
207,Information Technology for Peace and Security,Security,978-3-658-25651-7,"XXIII, 424",2019,0,5,Springer Vieweg,29.99,NA,39.99,NA,NA,"Reuter, C. (Ed) (2019)"
207,Construction Safety Informatics,Construction Management,978-981-13-5760-2,"XII, 144",2019,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Li, R. Y. M. (2019)"
207,Pro React 16,Web Development,978-1-4842-4450-0,"XXIII, 745",2019,0,5,Apress,44.99,NA,59.99,NA,NA,"Freeman, A. (2019)"
207,iPhone App Design for Entrepreneurs,Apple and iOS,978-1-4842-4284-1,"XXIII, 223",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"Holstein, M. (2019)"
207,Human Centered Computing,Computer Communication Networks,978-3-030-15126-3,"XIV, 689",2019,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Tang, Y. (Ed), Zu, Q. (Ed), Rodrguez Garca, J. G. (Ed) (2019)"
207,ICT for a Better Life and a Better World,Business Information Systems,978-3-030-10736-9,"XV, 408",2019,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Baghdadi, Y. (Ed), Harfouche, A. (Ed) (2019)"
207,e-Infrastructure and e-Services for Developing Countries,Computers and Society,978-3-030-16041-8,"XIII, 326",2019,0,5,Springer International Publishing,64.99,NA,84.00,NA,NA,"Mendy, G. (Ed), Ouya, S. (Ed), Dioum, I. (Ed), Thiar, O. (Ed) (2019)"
207,Improving Forecasts with Integrated Business Planning,Business Process Management,978-3-030-05380-2,"XVI, 421",2019,0,5,Springer International Publishing,59.99,74.99,NA,NA,NA,"Sankaran, G., Sasso, F., Kepczynski, R., Chiaraviglio, A. (2019)"
207,Information and Communication Technologies for Ageing Well and e-Health,Health Informatics,978-3-030-15735-7,"XII, 197",2019,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Bamidis, P. D. (Ed), Ziefle, M. (Ed), Maciaszek, L. A. (Ed) (2019)"
207,Asymptotic Nonparametric Statistical Analysis of Stationary Time Series,Artificial Intelligence,978-3-030-12563-9,"VIII, 77",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Ryabko, D. (2019)"
207,OpenSHMEM and Related Technologies. OpenSHMEM in the Era of Extreme Heterogeneity,Software Engineering,978-3-030-04917-1,"X, 217",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Pophale, S. (Ed), Imam, N. (Ed), Aderholdt, F. (Ed), Gorentla Venkata, M. (Ed) (2019)"
207,PySpark SQL Recipes,Big Data,978-1-4842-4334-3,"XXIV, 323",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"Mishra, R. K., Raman, S. R. (2019)"
207,Constructive Side-Channel Analysis and Secure Design,Systems and Data Security,978-3-030-16349-5,"X, 303",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Polian, I. (Ed), Stttinger, M. (Ed) (2019)"
207,Fuzzy Sets and Operations Research,Computational Intelligence,978-3-030-02776-6,"XIV, 420",2019,0,5,Springer International Publishing,169.00,NA,219.99,NA,NA,"Cao, B. (Ed), Zhong, Y. (Ed) (2019)"
207,Information Security and Cryptology,Systems and Data Security,978-3-030-14233-9,"XIV, 674",2019,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Guo, F. (Ed), Huang, X. (Ed), Yung, M. (Ed) (2019)"
207,Pro Python 3,Python,978-1-4842-4384-8,"XXI, 458",2019,0,5,Apress,34.99,NA,44.99,NA,NA,"Browning, J. B., Alchin, M. (2019)"
207,Functional and Constraint Logic Programming,Logics and Meanings of Programs,978-3-030-16201-6,"VII, 179",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Silva, J. (Ed) (2019)"
207,"Heterogeneous Data Management, Polystores, and Analytics for Healthcare",Information Systems Applications (incl.Internet),978-3-030-14176-9,"XII, 175",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Gadepally, V. (Ed), Mattson, T. (Ed), Stonebraker, M. (Ed), Wang, F. (Ed), Luo, G. (Ed), Teodoro, G. (Ed) (2019)"
207,Evolutionary Computing and Artificial Intelligence,Artificial Intelligence,978-981-13-6935-3,"XVIII, 131",2019,0,5,Springer Singapore,59.99,NA,74.99,NA,NA,"Koch, F. (Ed), Yoshikawa, A. (Ed), Wang, S. (Ed), Terano, T. (Ed) (2019)"
207,Calculus for Computer Graphics,Computer Graphics,978-3-030-11375-9,"XVII, 303",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Vince, J. (2019)"
208,Logic-Based Program Synthesis and Transformation,Logics and Meanings of Programs,978-3-030-13837-0,"XX, 203",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Mesnard, F. (Ed), Stuckey, P. J. (Ed) (2019)"
208,Sport Science Research and Technology Support,Health Informatics,978-3-030-14525-5,"XII, 213",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Cabri, J. (Ed), Pezarat-Correia, P. (Ed), Vilas-Boas, J. (Ed) (2019)"
208,Computational Color Imaging,Image Processing and Computer Vision,978-3-030-13939-1,"XI, 349",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Tominaga, S. (Ed), Schettini, R. (Ed), Trmeau, A. (Ed), Horiuchi, T. (Ed) (2019)"
208,Integrated Uncertainty in Knowledge Modelling and Decision Making,Artificial Intelligence,978-3-030-14814-0,"XX, 444",2019,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Seki, H. (Ed), Nguyen, C. H. (Ed), Huynh, V. (Ed), Inuiguchi, M. (Ed) (2019)"
208,e-Citizens,Information Systems Applications (incl.Internet),978-3-030-00745-4,"XIII, 197",2019,0,5,Springer International Publishing,59.99,74.99,NA,NA,NA,"Ronchi, A. M. (2019)"
208,Recent Trends in Signal and Image Processing,"Signal, Image and Speech Processing",978-981-13-6782-3,"XX, 135",2019,0,5,Springer Singapore,169.00,NA,219.99,NA,NA,"Bhattacharyya, S. (Ed), Pal, S. K. (Ed), Pan, I. (Ed), Das, A. (Ed) (2019)"
208,Variable Neighborhood Search,Numeric Computing,978-3-030-15842-2,"XI, 315",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Sifaleras, A. (Ed), Salhi, S. (Ed), Brimberg, J. (Ed) (2019)"
208,Information Technologies in the Research of Biodiversity,Biodiversity,978-3-030-11719-1,"XI, 202",2019,0,5,Springer International Publishing,149.00,199.99,NA,NA,NA,"Bychkov, I. (Ed), Voronin, V. (Ed) (2019)"
208,Computational Methods and Clinical Applications for Spine Imaging,Image Processing and Computer Vision,978-3-030-13735-9,"X, 181",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Zheng, G. (Ed), Belavy, D. (Ed), Cai, Y. (Ed), Li, S. (Ed) (2019)"
208,"Web, Artificial Intelligence and Network Applications",Computational Intelligence,978-3-030-15034-1,"LXVII, 1172",2019,0,5,Springer International Publishing,229.00,NA,299.99,NA,NA,"Barolli, L. (Ed), Takizawa, M. (Ed), Xhafa, F. (Ed), Enokido, T. (Ed) (2019)"
208,Online Film Production in China Using Blockchain and Smart Contracts,Data Structures and Information Theory,978-3-030-02467-3,"XXV, 460",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Poujol, P. (2019)"
208,Operations Research and Enterprise Systems,Mathematics of Computing,978-3-030-16034-0,"XII, 245",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Parlier, G. H. (Ed), Liberatore, F. (Ed), Demange, M. (Ed) (2019)"
208,Modelling and Simulation for Autonomous Systems,Simulation and Modeling,978-3-030-14983-3,"XVII, 628",2019,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Mazal, J. (Ed) (2019)"
208,Domain-Specific Knowledge Graph Construction,Data Mining and Knowledge Discovery,978-3-030-12374-1,"XIV, 107",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Kejriwal, M. (2019)"
208,Information in Contemporary Society,Information Storage and Retrieval,978-3-030-15741-8,"XXII, 829",2019,0,5,Springer International Publishing,99.00,NA,129.99,NA,NA,"Taylor, N. G. (Ed), Christian-Lamb, C. (Ed), Martin, M. H. (Ed), Nardi, B. (Ed) (2019)"
208,"Knowledge Discovery, Knowledge Engineering and Knowledge Management",Information Storage and Retrieval,978-3-030-15639-8,"XVI, 405",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Fred, A. (Ed), Aveiro, D. (Ed), Dietz, J. L. G. (Ed), Liu, K. (Ed), Bernardino, J. (Ed), Salgado, A. (Ed), Filipe, J. (Ed) (2019)"
208,Architecture for Blockchain Applications,Software Engineering,978-3-030-03034-6,"XXII, 307",2019,0,5,Springer International Publishing,64.99,84.99,NA,NA,NA,"Xu, X., Weber, I., Staples, M. (2019)"
208,Proceedings of the 14th International Scientific Conference: Computer Aided Engineering,"Computer-Aided Engineering (CAD, CAE) and Design",978-3-030-04974-4,"XIII, 873",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Rusiski, E. (Ed), Pietrusiak, D. (Ed) (2019)"
208,Professional Red Teaming,Security,978-1-4842-4308-4,"XIX, 210",2019,0,5,Apress,,NA,,NA,NA,"Oakley, J. G. (2019)"
208,SmartWatch Design Fundamentals,Hardware and Maker,978-1-4842-4368-8,"XXI, 446",2019,0,5,Apress,34.99,NA,44.99,NA,NA,"Jackson, W. (2019)"
209,Hidden Treasures in Contemporary RNA Sequencing,Computational Biology / Bioinformatics,978-3-030-13972-8,"V, 93",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Mangul, S., Yang, H. T., Eskin, E., Zaitlen, N. (2019)"
209,Quantum Technology and Optimization Problems,Algorithm Analysis and Problem Complexity,978-3-030-14081-6,"VIII, 231",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Feld, S. (Ed), Linnhoff-Popien, C. (Ed) (2019)"
209,Passive and Active Measurement,Computer Communication Networks,978-3-030-15985-6,"XIII, 318",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Choffnes, D. (Ed), Barcellos, M. (Ed) (2019)"
209,Transactions on High-Performance Embedded Architectures and Compilers V,Arithmetic and Logic Structures,978-3-662-58833-8,"IX, 141",2019,0,5,Springer-Verlag Berlin Heidelberg,59.99,NA,74.99,NA,NA,"Silvano, C. (Ed), Bertels, K. (Ed), Schulte, M. (Ed) (2019)"
209,Language and Automata Theory and Applications,Logics and Meanings of Programs,978-3-030-13434-1,"XVII, 470",2019,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Martn-Vide, C. (Ed), Okhotin, A. (Ed), Shapira, D. (Ed) (2019)"
209,Intelligent Technologies and Applications,Computer Communication Networks,978-981-13-6051-0,"XVIII, 853",2019,0,5,Springer Singapore,109.00,NA,139.99,NA,NA,"Bajwa, I. S. (Ed), Kamareddine, F. (Ed), Costa, A. (Ed) (2019)"
209,Quick Start Guide to Verilog,Circuits and Systems,978-3-030-10551-8,"XII, 190",2019,0,5,Springer International Publishing,59.99,79.99,NA,NA,NA,"LaMeres, B. J. (2019)"
209,Structured Object-Oriented Formal Language and Method,Software Engineering / Programming and Operating Systems,978-3-030-13650-5,"VIII, 197",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Duan, Z. (Ed), Liu, S. (Ed), Tian, C. (Ed), Nagoya, F. (Ed) (2019)"
209,Requirements Engineering: Foundation for Software Quality,Software Engineering,978-3-030-15537-7,"XIII, 306",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Knauss, E. (Ed), Goedicke, M. (Ed) (2019)"
209,Processing and Analysis of Biomedical Information,Image Processing and Computer Vision,978-3-030-13834-9,"VIII, 139",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Lepore, N. (Ed), Brieva, J. (Ed), Romero, E. (Ed), Racoceanu, D. (Ed), Joskowicz, L. (Ed) (2019)"
209,Smart Card Research and Advanced Applications,Cryptology,978-3-030-15461-5,"X, 201",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Bilgin, B. (Ed), Fischer, J. (Ed) (2019)"
209,ECML PKDD 2018 Workshops,Artificial Intelligence,978-3-030-14879-9,"IX, 127",2019,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Monreale, A. (Ed), Alzate, C. (Ed), Kamp, M. (Ed), Krishnamurthy, Y. (Ed), Paurat, D. (Ed), Sayed-Mouchaweh, M. (Ed), Bifet, A. (Ed), Gama, J. (Ed), Ribeiro, R. P. (Ed) (2019)"
209,Advanced Procrustes Analysis Models in Photogrammetric Computer Vision,Remote Sensing/Photogrammetry,978-3-030-11759-7,"XI, 172",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Crosilla, F., Beinat, A., Fusiello, A., Maset, E., Visintini, D. (2019)"
209,Applying Fuzzy Logic for the Digital Economy and Society,IT in Business,978-3-030-03367-5,"XI, 207",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Meier, A. (Ed), Portmann, E. (Ed), Tern, L. (Ed) (2019)"
209,The Art of Structuring,Business Information Systems,978-3-030-06233-0,"XXVIII, 536",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Bergener, K. (Ed), Rckers, M. (Ed), Stein, A. (Ed) (2019)"
209,Advances of Science and Technology,Computer Communication Networks,978-3-030-15356-4,"XIII, 612",2019,0,5,Springer International Publishing,89.00,NA,119.00,NA,NA,"Zimale, F. A. (Ed), Enku Nigussie, T. (Ed), Fanta, S. W. (Ed) (2019)"
209,"Quality, Reliability, Security and Robustness in Heterogeneous Systems",Computer Communication Networks,978-3-030-14412-8,"XII, 167",2019,0,5,Springer International Publishing,44.99,NA,60.00,NA,NA,"Duong, T. Q. (Ed), Vo, N. (Ed), Phan, V. C. (Ed) (2019)"
209,Advanced Intelligent Systems for Sustainable Development (AI2SD2018),Computational Intelligence,978-3-030-11927-0,"XVI, 1005",2019,0,5,Springer International Publishing,169.00,NA,219.99,NA,NA,"Ezziyyani, M. (Ed) (2019)"
209,Digital Services and Platforms. Considerations for Sourcing,Management of Computing and Information Systems,978-3-030-15849-1,"VII, 187",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Kotlarsky, J. (Ed), Oshri, I. (Ed), Willcocks, L. (Ed) (2019)"
209,IoT as a Service,Computer Communication Networks,978-3-030-14656-6,"XIII, 498",2019,0,5,Springer International Publishing,74.99,NA,95.00,NA,NA,"Li, B. (Ed), Yang, M. (Ed), Yuan, H. (Ed), Yan, Z. (Ed) (2019)"
210,Data Science for Healthcare,Data Mining and Knowledge Discovery,978-3-030-05248-5,"XII, 367",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Consoli, S. (Ed), Reforgiato Recupero, D. (Ed), Petkovi, M. (Ed) (2019)"
210,Agile Methods,Software Engineering / Programming and Operating Systems,978-3-030-14309-1,"XIII, 103",2019,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Tonin, G. S. (Ed), Estcio, B. (Ed), Goldman, A. (Ed), Guerra, E. (Ed) (2019)"
210,Data Structures and Algorithms with Scala,"Programming Languages, Compilers, Interpreters",978-3-030-12560-8,"XVII, 154",2019,0,5,Springer International Publishing,34.99,NA,44.99,NA,NA,"Upadhyaya, B. P. (2019)"
210,"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications",Pattern Recognition,978-3-030-13468-6,"XXIII, 987",2019,0,5,Springer International Publishing,109.00,NA,139.99,NA,NA,"Vera-Rodriguez, R. (Ed), Fierrez, J. (Ed), Morales, A. (Ed) (2019)"
210,"CyberParks  The Interface Between People, Places and Technology",User Interfaces and Human Computer Interaction,978-3-030-13416-7,"XV, 323",2019,0,5,Springer International Publishing,,NA,59.99,NA,NA,"Smaniotto Costa, C. (Ed), uklje Erjavec, I. (Ed), Kenna, T. (Ed), de Lange, M. (Ed), Ioannidis, K. (Ed), Maksymiuk, G. (Ed), de Waal, M. (Ed) (2019)"
210,Android Espresso Revealed,Mobile Computing,978-1-4842-4314-5,"XVII, 308",2019,0,5,Apress,29.99,NA,39.99,NA,NA,"Zelenchuk, D. (2019)"
210,Cyber Operations,Security,978-1-4842-4293-3,"XXXI, 1134",2019,0,5,Apress,59.99,NA,79.99,NA,NA,"O'Leary, M. (2019)"
210,Handbook of Deep Learning Applications,Computational Intelligence,978-3-030-11478-7,"VI, 383",2019,0,5,Springer International Publishing,139.00,179.99,NA,NA,NA,"Balas, V. E. (Ed), Roy, S. S. (Ed), Sharma, D. (Ed), Samui, P. (Ed) (2019)"
210,Introduction to Intelligent Surveillance,Biometrics,978-3-030-10712-3,"XIII, 222",2019,0,5,Springer International Publishing,59.99,74.99,NA,NA,NA,"Yan, W. Q. (2019)"
210,Fitting Splines to a Parametric Function,Computer Graphics,978-3-030-12550-9,"XII, 79",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Penner, A. (2019)"
210,"Deep Learning: Fundamentals, Theory and Applications",Biomedicine (general),978-3-030-06072-5,"VII, 163",2019,0,5,Springer International Publishing,139.00,179.99,NA,NA,NA,"Huang, K. (Ed), Hussain, A. (Ed), Wang, Q. (Ed), Zhang, R. (Ed) (2019)"
210,The Impact of Service Oriented Architecture Adoption on Organizations,Circuits and Systems,978-3-030-12099-3,"XIII, 115",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Niknejad, N., Hussin, A. R. C., Amiri, I. S. (2019)"
210,"Economics of Grids, Clouds, Systems, and Services",Computer Communication Networks,978-3-030-13341-2,"XV, 253",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Coppola, M. (Ed), Carlini, E. (Ed), DAgostino, D. (Ed), Altmann, J. (Ed), Baares, J. . (Ed) (2019)"
210,Perspectives on Human-Computer Interaction Research with Older People,User Interfaces and Human Computer Interaction,978-3-030-06075-6,"XIII, 261",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Sayago, S. (Ed) (2019)"
210,The Challenges of the Digital Transformation in Education,Computational Intelligence,978-3-030-11934-8,"XXII, 990",2019,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Auer, M. E. (Ed), Tsiatsos, T. (Ed) (2019)"
210,Transactions on Pattern Languages of Programming IV,Software Engineering,978-3-030-14290-2,"VII, 211",2019,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Noble, J. (Ed), Johnson, R. (Ed), Zdun, U. (Ed), Wallingford, E. (Ed) (2019)"
210,Stochastic Computing: Techniques and Applications,Circuits and Systems,978-3-030-03729-1,"XVI, 215",2019,0,5,Springer International Publishing,79.99,99.99,NA,NA,NA,"Gross, W. J. (Ed), Gaudet, V. C. (Ed) (2019)"
210,Fundamentals of Modern Electric Circuit Analysis and Filter Synthesis,Circuits and Systems,978-3-030-02483-3,"XIV, 515",2019,0,5,Springer International Publishing,84.99,109.99,NA,NA,NA,"Izadian, A. (2019)"
210,Smart Data and Computational Intelligence,Computational Intelligence,978-3-030-11913-3,"XI, 298",2019,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Khoukhi, F. (Ed), Bahaj, M. (Ed), Ezziyyani, M. (Ed) (2019)"
210,Educational Technology,Educational Technology,978-981-13-6642-0,"XIV, 248",2019,0,5,Springer Singapore,79.99,99.99,NA,NA,NA,"Huang, R., Spector, J. M., Yang, J. (2019)"
211,Encyclopedia of Big Data Technologies,Big Data,978-3-319-77524-1,"XLVI, 1820",2019,1,6,Springer International Publishing,NA,NA,NA,"1,099.99","1,399.99","Sakr, S. (Ed), Zomaya, A. (Ed) (2019)"
211,Augmented Reality and Virtual Reality,IT in Business,978-3-030-06245-3,"XI, 335",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"tom Dieck, M. C. (Ed), Jung, T. (Ed) (2019)"
211,Personas - User Focused Design,User Interfaces and Human Computer Interaction,978-1-4471-7426-4,"IX, 170",2019,0,5,Springer-Verlag London,109.00,139.99,NA,NA,NA,"Nielsen, L. (2019)"
211,Ray Tracing Gems,Computer Graphics,978-1-4842-4426-5,"XLIV, 607",2019,0,5,Apress,,59.99,NA,NA,NA,"Haines, E. (Ed), Akenine-Mller, T. (Ed) (2019)"
211,Practical Machine Learning and Image Processing,Artificial Intelligence,978-1-4842-4148-6,"XV, 169",2019,0,5,Apress,29.99,NA,39.99,NA,NA,"Singh, H. (2019)"
211,Aligning IT and Business,Business Information Systems,978-3-030-11562-3,"XIII, 221",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Tworek, K. (2019)"
211,Digital Forensics Basics,Security,978-1-4842-3837-0,"XXII, 335",2019,0,5,Apress,34.99,NA,44.99,NA,NA,"Hassan, N. A. (2019)"
211,Information Technology for Management: Emerging Research and Applications,Information Systems Applications (incl.Internet),978-3-030-15153-9,"XII, 235",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Ziemba, E. (Ed) (2019)"
211,Evolutionary Multi-Criterion Optimization,Algorithm Analysis and Problem Complexity,978-3-030-12597-4,"XX, 757",2019,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Deb, K. (Ed), Goodman, E. (Ed), Coello Coello, C. A. (Ed), Klamroth, K. (Ed), Miettinen, K. (Ed), Mostaghim, S. (Ed), Reed, P. (Ed) (2019)"
211,Geo-informatics in Sustainable Ecosystem and Society,Information Systems and Communication Service,978-981-13-7024-3,"XII, 486",2019,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Xie, Y. (Ed), Zhang, A. (Ed), Liu, H. (Ed), Feng, L. (Ed) (2019)"
211,Topics in Cryptology  CT-RSA 2019,Cryptology,978-3-030-12611-7,"XI, 578",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Matsui, M. (Ed) (2019)"
211,Metadata and Semantic Research,Information Storage and Retrieval,978-3-030-14400-5,"XXII, 378",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Garoufallou, E. (Ed), Sartori, F. (Ed), Siatri, R. (Ed), Zervas, M. (Ed) (2019)"
211,Human Mental Workload: Models and Applications,Models and Principles,978-3-030-14272-8,"XI, 267",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Longo, L. (Ed), Leva, M. C. (Ed) (2019)"
211,Trends in Functional Programming,Programming Techniques,978-3-030-14804-1,"IX, 193",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Van Horn, D. (Ed), Hughes, J. (Ed) (2019)"
211,Advanced R Statistical Programming and Data Models,"Programming Languages, Compilers, Interpreters",978-1-4842-2871-5,"XX, 638",2019,0,5,Apress,44.99,NA,59.99,NA,NA,"Wiley, M., Wiley, J. F. (2019)"
211,Fuzzy Logic and Applications,Artificial Intelligence,978-3-030-12543-1,"XI, 273",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Fullr, R. (Ed), Giove, S. (Ed), Masulli, F. (Ed) (2019)"
211,Artificial Intelligence in Health,Artificial Intelligence,978-3-030-12737-4,"XVI, 245",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Koch, F. (Ed), Herrero, P. (Ed), Lenz, R. (Ed), Lpez, B. (Ed), Marling, C. (Ed), Martin, C. (Ed), Montani, S. (Ed), Wiratunga, N. (Ed), Koster, A. (Ed), Riao, D. (Ed), Montagna, S. (Ed), Schumacher, M. (Ed), ten Teije, A. (Ed), Guttmann, C. (Ed), Reichert, M. (Ed), Bichindaritz, I. (Ed) (2019)"
211,Wireless Sensor Networks,Computer Communication Networks,978-981-13-6833-2,"XVI, 195",2019,0,5,Springer Singapore,59.99,NA,74.99,NA,NA,"Shen, S. (Ed), Qian, K. (Ed), Yu, S. (Ed), Wang, W. (Ed) (2019)"
